capital-gain,education-num,relationship,workclass,native-country,education,hours-per-week,fnlwgt,marital-status,race,capital-loss,sex,occupation,age,income
0,10,Not-in-family,Private,United-States,10th,40,261606,Never-married,White,0,Female,Craft-repair,32,<=50K
0,10,Husband,Federal-gov,United-States,Masters,43,167315,Never-married,White,0,Male,Machine-op-inspct,18,<=50K
0,9,Not-in-family,Private,United-States,Some-college,40,349620,Divorced,White,0,Male,Sales,34,<=50K
0,9,Not-in-family,Private,United-States,Some-college,40,311330,Married-civ-spouse,White,0,Female,Exec-managerial,52,>50K
0,7,Own-child,Private,United-States,Bachelors,40,313729,Never-married,White,0,Male,Adm-clerical,27,<=50K
0,10,Own-child,Private,United-States,Some-college,40,133878,Divorced,White,0,Male,Sales,19,>50K
0,9,Own-child,Self-emp-not-inc,United-States,Bachelors,40,171592,Widowed,White,0,Female,Craft-repair,22,<=50K
0,9,Husband,Private,United-States,Bachelors,40,252325,Married-civ-spouse,White,0,Male,Exec-managerial,24,<=50K
0,9,Husband,Private,United-States,Bachelors,30,230229,Married-civ-spouse,White,0,Male,Exec-managerial,53,>50K
0,9,Husband,Self-emp-inc,United-States,Assoc-voc,50,177612,Married-civ-spouse,White,0,Male,Transport-moving,39,<=50K
0,6,Not-in-family,Private,United-States,HS-grad,45,91553,Divorced,White,0,Female,Adm-clerical,67,<=50K
0,10,Own-child,Private,United-States,Some-college,55,92850,Married-civ-spouse,White,0,Male,Machine-op-inspct,53,>50K
0,9,Not-in-family,Federal-gov,United-States,HS-grad,50,70716,Divorced,White,0,Male,Craft-repair,52,<=50K
0,10,Not-in-family,Private,United-States,HS-grad,50,247328,Never-married,White,0,Male,Other-service,27,<=50K
0,10,Not-in-family,Self-emp-inc,United-States,Some-college,40,23088,Married-civ-spouse,White,0,Male,Craft-repair,59,>50K
0,9,Not-in-family,Private,United-States,Bachelors,48,141468,Married-civ-spouse,White,0,Male,Other-service,30,<=50K
0,13,Not-in-family,Private,United-States,HS-grad,45,268737,Never-married,White,0,Male,Sales,36,<=50K
0,9,Husband,Private,United-States,HS-grad,40,407324,Married-civ-spouse,White,0,Male,Adm-clerical,20,<=50K
0,13,Husband,Private,United-States,Some-college,40,57830,Married-civ-spouse,White,0,Male,Craft-repair,56,>50K
0,13,Not-in-family,Private,United-States,Masters,40,95630,Never-married,White,0,Male,Other-service,29,<=50K
0,10,Husband,Private,United-States,HS-grad,40,92458,Married-civ-spouse,White,0,Male,Exec-managerial,18,<=50K
0,6,Husband,Private,United-States,7th-8th,20,101853,Married-civ-spouse,White,0,Female,Prof-specialty,30,<=50K
0,9,Husband,Private,United-States,HS-grad,40,220938,Never-married,White,1887,Female,Sales,40,>50K
0,9,Husband,Private,United-States,HS-grad,25,177953,Married-civ-spouse,White,0,Female,Exec-managerial,39,<=50K
0,10,Husband,Private,United-States,HS-grad,40,328199,Married-civ-spouse,White,0,Male,Exec-managerial,22,<=50K
0,9,Not-in-family,Private,United-States,Bachelors,40,154943,Married-civ-spouse,White,0,Male,Sales,34,<=50K
0,14,Own-child,Private,United-States,Bachelors,24,297976,Never-married,White,0,Male,Adm-clerical,27,>50K
0,10,Husband,Private,United-States,Some-college,50,165864,Married-civ-spouse,White,0,Female,Craft-repair,64,<=50K
0,9,Husband,Private,United-States,Some-college,40,384750,Married-civ-spouse,White,0,Female,Exec-managerial,27,<=50K
0,6,Husband,Private,United-States,HS-grad,40,92925,Never-married,White,0,Male,Transport-moving,23,>50K
0,9,Not-in-family,Private,United-States,HS-grad,40,131715,Divorced,Black,0,Male,Adm-clerical,50,<=50K
0,13,Not-in-family,Private,United-States,10th,40,167629,Never-married,White,0,Male,Protective-serv,32,>50K
0,15,Not-in-family,Private,United-States,Some-college,40,272287,Divorced,White,0,Female,Transport-moving,25,<=50K
0,10,Husband,Private,United-States,Bachelors,55,144934,Married-civ-spouse,White,0,Male,Craft-repair,53,<=50K
0,9,Not-in-family,Private,United-States,Some-college,35,211865,Never-married,White,0,Female,Tech-support,42,<=50K
0,9,Own-child,Private,United-States,HS-grad,40,89526,Married-civ-spouse,White,0,Male,Craft-repair,23,<=50K
0,13,Husband,Private,United-States,Masters,35,62256,Married-civ-spouse,White,0,Male,Prof-specialty,37,<=50K
0,15,Not-in-family,Private,United-States,Bachelors,40,185838,Never-married,White,0,Female,Sales,31,<=50K
0,6,Not-in-family,Private,United-States,HS-grad,16,123084,Married-civ-spouse,White,1848,Male,Craft-repair,55,<=50K
0,10,Husband,Private,Columbia,Some-college,40,43421,Married-civ-spouse,White,0,Male,Transport-moving,55,<=50K
0,9,Husband,Private,United-States,HS-grad,50,187969,Married-civ-spouse,White,0,Female,Prof-specialty,58,>50K
0,9,Other-relative,Private,United-States,Bachelors,45,214896,Married-civ-spouse,White,0,Male,Adm-clerical,57,>50K
0,7,Husband,Private,United-States,Some-college,30,121773,Married-civ-spouse,White,0,Male,Sales,35,>50K
0,10,Not-in-family,Local-gov,Italy,HS-grad,50,232660,Married-civ-spouse,White,0,Female,Farming-fishing,48,<=50K
0,9,Not-in-family,Private,United-States,Some-college,40,72761,Never-married,White,0,Male,Sales,50,<=50K
0,10,Husband,Private,United-States,Some-college,40,364616,Married-civ-spouse,White,0,Male,Craft-repair,33,>50K
0,14,Not-in-family,Private,United-States,HS-grad,35,52112,Never-married,White,0,Male,Adm-clerical,65,>50K
0,9,Husband,Private,United-States,HS-grad,40,226443,Married-civ-spouse,White,0,Female,Handlers-cleaners,43,>50K
0,9,Husband,Private,United-States,Bachelors,40,52691,Married-civ-spouse,White,0,Male,Craft-repair,38,<=50K
0,13,Not-in-family,Private,United-States,HS-grad,55,150854,Never-married,White,0,Female,Adm-clerical,40,<=50K
0,4,Own-child,Private,United-States,Some-college,40,243986,Never-married,White,0,Male,Adm-clerical,34,<=50K
0,10,Husband,Private,United-States,Some-college,40,271645,Married-civ-spouse,White,0,Male,Machine-op-inspct,36,>50K
0,10,Not-in-family,Private,United-States,Some-college,20,61343,Married-civ-spouse,White,0,Male,Handlers-cleaners,22,<=50K
0,13,Not-in-family,Private,United-States,Bachelors,45,22545,Married-civ-spouse,White,0,Male,Farming-fishing,36,>50K
0,6,Husband,Private,United-States,Some-college,40,178875,Married-civ-spouse,White,0,Male,Transport-moving,35,<=50K
0,10,Not-in-family,Private,United-States,Bachelors,40,153350,Married-civ-spouse,White,0,Male,Sales,44,<=50K
0,10,Not-in-family,Private,United-States,HS-grad,40,241149,Divorced,White,0,Male,Sales,33,<=50K
0,13,Not-in-family,Private,United-States,HS-grad,40,47907,Never-married,White,0,Male,Prof-specialty,24,>50K
0,13,Husband,Local-gov,United-States,Bachelors,60,83872,Married-civ-spouse,White,0,Male,Prof-specialty,25,<=50K
0,7,Unmarried,Private,United-States,Assoc-voc,40,395512,Married-civ-spouse,White,0,Male,Transport-moving,21,<=50K
0,13,Not-in-family,Local-gov,United-States,Some-college,40,221912,Never-married,White,0,Male,Machine-op-inspct,25,>50K
0,9,Own-child,Private,United-States,Some-college,48,101814,Married-civ-spouse,White,0,Male,Prof-specialty,39,<=50K
0,9,Husband,Private,United-States,HS-grad,35,62361,Married-civ-spouse,White,0,Male,Prof-specialty,43,<=50K
0,7,Not-in-family,Private,United-States,Some-college,40,43887,Never-married,White,0,Male,Adm-clerical,29,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,313869,Married-civ-spouse,White,0,Male,Exec-managerial,52,<=50K
0,9,Not-in-family,Private,United-States,Some-college,48,178858,Married-civ-spouse,White,0,Male,Transport-moving,21,<=50K
0,9,Husband,Private,United-States,11th,40,97225,Never-married,White,0,Male,Adm-clerical,58,<=50K
0,9,Husband,Private,United-States,HS-grad,37,85410,Never-married,White,0,Female,Prof-specialty,46,<=50K
0,9,Husband,Self-emp-not-inc,United-States,Bachelors,30,320984,Never-married,White,0,Female,Sales,49,<=50K
0,9,Husband,Private,United-States,Some-college,40,266415,Divorced,White,0,Male,Exec-managerial,26,<=50K
0,9,Unmarried,Private,United-States,Masters,40,210295,Married-civ-spouse,White,0,Male,Exec-managerial,25,<=50K
0,11,Husband,Private,United-States,HS-grad,40,131232,Separated,Black,0,Male,Handlers-cleaners,39,>50K
0,9,Not-in-family,Private,United-States,Some-college,40,190961,Never-married,White,0,Male,Prof-specialty,28,<=50K
0,16,Husband,Private,United-States,Assoc-acdm,40,209523,Divorced,White,0,Male,Exec-managerial,33,<=50K
0,13,Not-in-family,Local-gov,United-States,Bachelors,40,160611,Divorced,White,0,Male,Sales,42,>50K
0,10,Unmarried,Private,United-States,Some-college,10,356487,Never-married,White,0,Female,Exec-managerial,41,>50K
0,9,Husband,Private,United-States,Assoc-voc,40,212557,Married-civ-spouse,White,0,Male,Prof-specialty,44,<=50K
0,13,Own-child,Private,United-States,Bachelors,40,221134,Married-civ-spouse,Asian-Pac-Islander,0,Female,Other-service,64,<=50K
0,12,Husband,Private,United-States,Some-college,40,87929,Married-civ-spouse,White,0,Male,Other-service,23,<=50K
0,7,Husband,Private,United-States,HS-grad,40,167320,Divorced,White,0,Female,Machine-op-inspct,49,>50K
0,10,Husband,Private,United-States,Some-college,40,77610,Married-civ-spouse,White,0,Male,Adm-clerical,35,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,104948,Married-civ-spouse,White,0,Male,Prof-specialty,31,<=50K
0,15,Not-in-family,Private,United-States,HS-grad,60,73822,Never-married,White,0,Female,Sales,64,>50K
0,13,Unmarried,Self-emp-not-inc,United-States,Assoc-acdm,40,102111,Married-civ-spouse,White,0,Male,Exec-managerial,24,<=50K
0,9,Husband,Private,United-States,Bachelors,35,107801,Married-civ-spouse,Amer-Indian-Eskimo,0,Male,Sales,52,>50K
0,9,Not-in-family,Private,United-States,Bachelors,40,170845,Divorced,White,0,Female,Sales,50,<=50K
0,14,Not-in-family,Private,United-States,Some-college,40,279175,Never-married,White,0,Male,Prof-specialty,37,<=50K
0,9,Husband,Private,United-States,HS-grad,40,209423,Never-married,White,0,Male,Craft-repair,34,>50K
0,9,Husband,Private,United-States,Bachelors,20,188178,Married-civ-spouse,White,0,Female,Sales,47,<=50K
0,9,Not-in-family,Private,United-States,Assoc-voc,40,150832,Divorced,White,0,Male,Craft-repair,59,<=50K
0,11,Husband,Private,United-States,Masters,35,230728,Married-civ-spouse,White,0,Male,Adm-clerical,42,>50K
0,9,Husband,Private,United-States,10th,50,17984,Never-married,White,0,Female,Prof-specialty,24,<=50K
0,9,Not-in-family,State-gov,United-States,5th-6th,40,59815,Married-civ-spouse,White,0,Male,Other-service,18,<=50K
0,13,Husband,Private,United-States,HS-grad,40,147670,Married-civ-spouse,White,0,Male,Prof-specialty,30,<=50K
0,9,Own-child,Local-gov,United-States,Bachelors,40,288906,Never-married,White,0,Female,Craft-repair,28,>50K
0,13,Not-in-family,Private,United-States,Assoc-acdm,40,211818,Never-married,White,0,Male,Sales,52,<=50K
0,9,Husband,Private,United-States,Bachelors,60,261775,Married-civ-spouse,White,0,Male,Prof-specialty,36,<=50K
0,9,Husband,Private,United-States,Assoc-voc,40,217438,Widowed,White,0,Male,Craft-repair,26,<=50K
0,13,Husband,Private,United-States,Some-college,40,141725,Married-civ-spouse,White,0,Male,Adm-clerical,37,<=50K
0,10,Husband,Private,United-States,7th-8th,40,321166,Married-civ-spouse,White,0,Male,Craft-repair,34,<=50K
0,9,Husband,Private,United-States,Some-college,40,87835,Never-married,White,0,Male,Craft-repair,23,<=50K
0,9,Husband,Private,United-States,HS-grad,40,136472,Married-civ-spouse,White,0,Male,Prof-specialty,30,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,35,178872,Never-married,White,0,Male,Exec-managerial,34,<=50K
0,9,Husband,Private,United-States,HS-grad,40,66767,Never-married,White,0,Male,Sales,34,<=50K
0,9,Own-child,Self-emp-not-inc,United-States,HS-grad,50,199067,Never-married,White,0,Male,Prof-specialty,34,<=50K
0,13,Husband,Private,United-States,Masters,40,55860,Married-civ-spouse,White,0,Male,Transport-moving,34,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,60,137535,Never-married,White,0,Male,Craft-repair,38,>50K
0,9,Husband,Private,United-States,HS-grad,40,199807,Married-civ-spouse,White,0,Male,Adm-clerical,40,<=50K
0,9,Husband,Local-gov,United-States,Some-college,40,143049,Married-civ-spouse,White,0,Female,Prof-specialty,18,<=50K
0,9,Husband,Private,United-States,HS-grad,20,131738,Married-civ-spouse,White,0,Female,Craft-repair,55,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,14083,Married-civ-spouse,White,0,Male,Tech-support,17,<=50K
0,10,Husband,Private,United-States,Bachelors,40,269433,Married-civ-spouse,White,0,Male,Transport-moving,21,<=50K
0,12,Husband,Private,United-States,HS-grad,40,209423,Married-civ-spouse,White,0,Female,Craft-repair,36,<=50K
0,9,Husband,Private,United-States,HS-grad,40,141453,Never-married,White,0,Female,Machine-op-inspct,38,<=50K
0,10,Unmarried,Private,United-States,Some-college,60,188476,Divorced,White,0,Female,Sales,34,<=50K
0,9,Husband,Private,United-States,HS-grad,50,214896,Married-civ-spouse,White,0,Male,Other-service,55,<=50K
0,9,Husband,Private,United-States,HS-grad,50,159954,Separated,White,0,Male,Sales,24,<=50K
0,9,Husband,Private,United-States,Some-college,60,120825,Married-civ-spouse,White,0,Male,Craft-repair,37,>50K
0,10,Not-in-family,Private,United-States,Some-college,40,383911,Never-married,White,0,Male,Handlers-cleaners,44,<=50K
0,9,Husband,Private,United-States,HS-grad,40,191429,Married-civ-spouse,Asian-Pac-Islander,0,Male,Craft-repair,38,<=50K
0,9,Husband,Private,United-States,HS-grad,2,187892,Married-civ-spouse,White,0,Male,Machine-op-inspct,53,<=50K
0,13,Husband,Private,Puerto-Rico,Some-college,20,99720,Married-civ-spouse,White,0,Male,Adm-clerical,28,<=50K
0,13,Husband,Private,United-States,Bachelors,40,181550,Married-civ-spouse,White,0,Male,Other-service,46,>50K
0,9,Not-in-family,Private,United-States,HS-grad,40,93525,Divorced,White,0,Male,Exec-managerial,33,>50K
0,14,Not-in-family,Private,United-States,Bachelors,40,146915,Married-civ-spouse,White,0,Male,Exec-managerial,28,<=50K
0,9,Own-child,Private,United-States,Some-college,40,292957,Never-married,Black,0,Male,Handlers-cleaners,21,<=50K
0,14,Husband,Private,United-States,HS-grad,40,131739,Married-civ-spouse,White,0,Male,Sales,45,<=50K
0,13,Husband,Private,United-States,HS-grad,40,148222,Married-civ-spouse,White,0,Female,Craft-repair,22,<=50K
0,11,Husband,Local-gov,Cuba,Some-college,40,65738,Divorced,White,0,Male,Craft-repair,35,>50K
0,9,Husband,Private,United-States,HS-grad,45,176711,Never-married,White,0,Male,Machine-op-inspct,29,<=50K
0,7,Husband,Private,United-States,Bachelors,35,74987,Married-civ-spouse,White,0,Male,Prof-specialty,38,<=50K
0,14,Husband,State-gov,United-States,Bachelors,40,78829,Married-civ-spouse,White,0,Female,Exec-managerial,39,>50K
0,9,Not-in-family,Private,United-States,HS-grad,40,206973,Married-civ-spouse,Black,0,Male,Prof-specialty,30,<=50K
0,10,Husband,Private,United-States,Assoc-voc,40,185452,Married-civ-spouse,White,0,Male,Machine-op-inspct,34,<=50K
0,13,Husband,Local-gov,United-States,Bachelors,30,131694,Married-civ-spouse,White,0,Male,Machine-op-inspct,54,>50K
0,12,Husband,Private,United-States,HS-grad,40,37894,Married-civ-spouse,White,0,Female,Other-service,49,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,178452,Never-married,White,0,Male,Craft-repair,21,>50K
0,13,Not-in-family,Private,United-States,Some-college,40,113322,Married-civ-spouse,White,0,Male,Craft-repair,37,<=50K
0,9,Husband,Private,United-States,HS-grad,40,3261,Married-civ-spouse,White,0,Male,Transport-moving,41,<=50K
0,9,Not-in-family,Private,United-States,Some-college,40,181222,Never-married,White,0,Male,Sales,53,<=50K
0,9,Husband,Private,United-States,HS-grad,40,162335,Never-married,White,0,Male,Handlers-cleaners,24,<=50K
0,10,Husband,Private,United-States,Some-college,40,176711,Married-civ-spouse,White,0,Male,Craft-repair,35,>50K
0,11,Husband,Private,United-States,Assoc-voc,40,115842,Married-civ-spouse,White,0,Male,Other-service,46,>50K
0,13,Husband,Private,United-States,HS-grad,20,150813,Married-civ-spouse,White,0,Male,Handlers-cleaners,49,>50K
7688,9,Unmarried,Private,United-States,HS-grad,40,44726,Divorced,White,0,Male,Prof-specialty,28,<=50K
0,9,Husband,Self-emp-not-inc,United-States,HS-grad,45,166824,Divorced,White,0,Male,Craft-repair,47,<=50K
0,13,Husband,Private,United-States,HS-grad,40,137953,Married-civ-spouse,White,0,Male,Craft-repair,53,<=50K
0,13,Own-child,Private,United-States,Bachelors,40,231188,Never-married,White,0,Male,Prof-specialty,38,<=50K
0,9,Husband,Private,United-States,HS-grad,45,168854,Never-married,White,1977,Male,Exec-managerial,32,<=50K
0,11,Husband,Private,United-States,Some-college,40,246875,Married-civ-spouse,White,0,Female,Other-service,44,>50K
0,13,Not-in-family,Private,United-States,Some-college,40,145441,Never-married,White,0,Male,Prof-specialty,58,<=50K
0,10,Husband,Private,United-States,Assoc-voc,40,281129,Married-civ-spouse,White,0,Female,Tech-support,29,<=50K
0,10,Husband,Private,United-States,Bachelors,40,224860,Married-civ-spouse,White,0,Male,Prof-specialty,27,<=50K
0,10,Own-child,Private,United-States,Bachelors,40,72991,Married-civ-spouse,White,0,Male,Craft-repair,25,<=50K
0,9,Husband,Private,United-States,HS-grad,40,286825,Never-married,White,0,Male,Exec-managerial,28,>50K
0,9,Own-child,Private,United-States,Some-college,40,154572,Never-married,White,0,Male,Farming-fishing,25,<=50K
0,13,Husband,Private,United-States,Bachelors,40,95763,Married-civ-spouse,White,0,Female,Craft-repair,19,<=50K
6767,9,Husband,Private,United-States,HS-grad,40,207513,Married-civ-spouse,White,0,Male,Prof-specialty,38,<=50K
0,9,Husband,Private,United-States,HS-grad,45,84415,Married-civ-spouse,White,0,Male,Sales,29,<=50K
0,10,Not-in-family,Local-gov,United-States,Some-college,50,83704,Never-married,White,1977,Male,Prof-specialty,42,<=50K
15024,13,Not-in-family,Private,United-States,HS-grad,50,160710,Married-civ-spouse,White,0,Male,Sales,67,<=50K
0,13,Husband,Private,United-States,HS-grad,40,140792,Never-married,White,0,Male,Exec-managerial,39,<=50K
0,9,Husband,Private,United-States,HS-grad,40,114939,Married-civ-spouse,White,0,Male,Craft-repair,32,<=50K
0,9,Husband,Private,United-States,HS-grad,40,346321,Married-civ-spouse,White,0,Male,Other-service,31,>50K
0,10,Own-child,Private,United-States,Some-college,40,287589,Married-civ-spouse,White,0,Female,Machine-op-inspct,22,<=50K
0,9,Husband,Private,United-States,HS-grad,40,120122,Married-civ-spouse,White,0,Male,Transport-moving,37,<=50K
0,8,Not-in-family,Private,United-States,HS-grad,9,221144,Married-civ-spouse,White,0,Male,Sales,52,<=50K
0,9,Husband,Self-emp-not-inc,United-States,HS-grad,40,235064,Never-married,White,1902,Male,Craft-repair,42,<=50K
0,7,Husband,Private,United-States,Assoc-voc,40,247829,Married-civ-spouse,White,0,Female,Sales,48,<=50K
0,6,Not-in-family,Private,United-States,HS-grad,30,137873,Married-civ-spouse,White,0,Male,Sales,35,<=50K
0,13,Not-in-family,State-gov,United-States,Bachelors,40,204778,Never-married,White,0,Male,Other-service,44,<=50K
0,9,Husband,Private,United-States,Bachelors,40,176357,Married-civ-spouse,White,0,Male,Craft-repair,32,<=50K
0,10,Own-child,Private,United-States,Bachelors,40,319666,Never-married,White,0,Male,Farming-fishing,30,<=50K
0,10,Not-in-family,Self-emp-inc,United-States,Some-college,40,162442,Married-civ-spouse,White,0,Male,Sales,43,<=50K
0,7,Husband,Private,United-States,HS-grad,60,92892,Married-civ-spouse,White,0,Male,Sales,20,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,87610,Married-civ-spouse,White,0,Female,Craft-repair,48,<=50K
0,10,Not-in-family,Private,United-States,Some-college,40,150614,Never-married,White,0,Male,Craft-repair,50,>50K
0,9,Husband,Private,United-States,HS-grad,40,09980,Married-civ-spouse,Black,0,Female,Sales,58,<=50K
0,13,Not-in-family,Private,United-States,10th,40,52211,Never-married,White,0,Female,Prof-specialty,39,<=50K
0,13,Unmarried,Private,United-States,HS-grad,40,43427,Divorced,Black,0,Male,Machine-op-inspct,28,>50K
0,9,Own-child,Private,United-States,HS-grad,30,273920,Married-civ-spouse,White,0,Male,Other-service,57,>50K
0,4,Husband,Private,United-States,HS-grad,40,129415,Married-civ-spouse,White,0,Male,Prof-specialty,20,<=50K
0,7,Own-child,Private,United-States,HS-grad,40,48826,Never-married,White,0,Male,Adm-clerical,22,<=50K
0,9,Unmarried,Self-emp-not-inc,United-States,HS-grad,40,137839,Never-married,White,0,Male,Prof-specialty,49,<=50K
7688,13,Own-child,Private,United-States,Some-college,40,133848,Never-married,White,0,Female,Prof-specialty,33,<=50K
0,10,Husband,Private,India,HS-grad,40,113589,Divorced,White,0,Male,Craft-repair,32,<=50K
0,9,Unmarried,Private,United-States,HS-grad,40,117210,Divorced,White,0,Male,Exec-managerial,46,<=50K
0,9,Not-in-family,Private,United-States,Bachelors,40,159470,Divorced,White,0,Male,Prof-specialty,58,>50K
0,10,Husband,Private,United-States,HS-grad,40,49020,Married-civ-spouse,White,0,Female,Other-service,24,>50K
0,9,Never-married,Private,United-States,HS-grad,40,403438,Never-married,White,0,Male,Other-service,42,<=50K
0,10,Own-child,Private,United-States,HS-grad,40,275083,Married-civ-spouse,White,0,Male,Exec-managerial,21,<=50K
0,9,Husband,Private,United-States,HS-grad,40,38819,Married-civ-spouse,White,0,Male,Adm-clerical,40,<=50K
0,9,Husband,Private,United-States,Assoc-acdm,40,246439,Married-civ-spouse,White,0,Male,Craft-repair,35,>50K
0,6,Husband,Private,United-States,Some-college,50,167311,Married-civ-spouse,White,0,Male,Prof-specialty,23,<=50K
0,9,Husband,Private,United-States,HS-grad,40,187530,Separated,White,0,Female,Other-service,45,<=50K
0,13,Husband,Private,United-States,Some-college,40,187802,Married-civ-spouse,White,0,Female,Exec-managerial,21,>50K
0,9,Unmarried,Private,United-States,HS-grad,10,57311,Never-married,White,0,Female,Other-service,28,<=50K
0,10,Own-child,Private,United-States,Some-college,40,172061,Never-married,White,0,Male,Sales,40,<=50K
0,9,Husband,Private,United-States,HS-grad,40,52215,Separated,White,0,Male,Adm-clerical,23,>50K
0,13,Not-in-family,Private,United-States,HS-grad,40,61178,Married-civ-spouse,White,0,Male,Sales,40,<=50K
0,11,Own-child,Private,United-States,Some-college,40,175854,Married-civ-spouse,White,0,Male,Exec-managerial,37,<=50K
0,10,Husband,Private,United-States,Some-college,42,139466,Married-civ-spouse,White,0,Male,Exec-managerial,21,<=50K
0,10,Not-in-family,Private,United-States,Some-college,40,205153,Married-civ-spouse,White,0,Male,Tech-support,24,>50K
0,10,Husband,Private,United-States,Some-college,40,212826,Never-married,White,0,Female,Exec-managerial,38,<=50K
0,12,Husband,Private,United-States,Bachelors,40,221020,Married-civ-spouse,White,0,Male,Craft-repair,37,<=50K
0,9,Unmarried,Local-gov,United-States,Some-college,40,53873,Married-civ-spouse,White,0,Male,Sales,41,<=50K
0,13,Unmarried,Private,United-States,HS-grad,40,101876,Married-civ-spouse,White,0,Male,Prof-specialty,41,<=50K
0,13,Husband,Private,United-States,Assoc-voc,40,183638,Never-married,White,0,Male,Adm-clerical,26,<=50K
0,9,Own-child,Private,United-States,HS-grad,40,141110,Never-married,White,0,Male,Other-service,36,<=50K
0,10,Husband,Private,United-States,HS-grad,40,142856,Married-civ-spouse,White,0,Male,Prof-specialty,43,>50K
0,9,Unmarried,Local-gov,United-States,Bachelors,40,220850,Married-civ-spouse,White,0,Male,Prof-specialty,46,<=50K
0,10,Husband,Private,United-States,HS-grad,40,187857,Married-civ-spouse,White,0,Male,Craft-repair,39,<=50K
0,13,Husband,Private,United-States,Some-college,50,48875,Never-married,White,0,Female,Sales,34,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,147926,Married-civ-spouse,White,0,Female,Adm-clerical,33,>50K
0,11,Husband,Private,United-States,Bachelors,40,257814,Married-civ-spouse,White,0,Female,Exec-managerial,90,<=50K
0,10,Husband,Private,United-States,12th,40,387616,Married-civ-spouse,White,0,Male,Craft-repair,50,<=50K
0,13,Own-child,Private,United-States,Assoc-voc,35,178813,Divorced,White,0,Male,Craft-repair,58,<=50K
0,9,Husband,Private,United-States,Masters,40,306964,Married-civ-spouse,White,0,Male,Adm-clerical,36,<=50K
0,9,Husband,Private,United-States,HS-grad,40,170376,Married-civ-spouse,White,0,Male,Prof-specialty,28,<=50K
0,6,Own-child,Private,United-States,10th,40,183034,Married-civ-spouse,White,0,Male,Transport-moving,35,<=50K
0,10,Not-in-family,Private,United-States,Some-college,40,131587,Married-civ-spouse,White,0,Female,Transport-moving,39,<=50K
0,4,Husband,Private,United-States,HS-grad,50,157589,Married-civ-spouse,White,0,Male,Prof-specialty,24,<=50K
0,9,Husband,Private,United-States,HS-grad,40,157942,Divorced,Asian-Pac-Islander,0,Male,Prof-specialty,57,>50K
0,13,Not-in-family,Self-emp-not-inc,United-States,HS-grad,48,48520,Divorced,White,0,Female,Sales,56,<=50K
0,9,Husband,Private,United-States,HS-grad,36,49616,Married-civ-spouse,White,0,Female,Adm-clerical,44,<=50K
0,9,Own-child,Private,United-States,HS-grad,40,171626,Never-married,White,0,Female,Handlers-cleaners,51,<=50K
0,13,Husband,Private,United-States,HS-grad,50,62821,Married-civ-spouse,Asian-Pac-Islander,0,Male,Exec-managerial,31,>50K
0,10,Not-in-family,Self-emp-not-inc,United-States,Some-college,40,276218,Married-civ-spouse,White,0,Male,Craft-repair,52,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,104509,Married-civ-spouse,White,0,Male,Craft-repair,27,<=50K
0,12,Not-in-family,Private,United-States,HS-grad,40,173938,Never-married,White,0,Male,Craft-repair,18,<=50K
0,10,Not-in-family,Private,United-States,Some-college,40,89701,Never-married,White,0,Male,Adm-clerical,38,<=50K
0,9,Not-in-family,Private,United-States,Bachelors,20,127779,Never-married,White,0,Female,Prof-specialty,32,<=50K
0,12,Not-in-family,Private,United-States,Bachelors,40,175535,Never-married,White,0,Male,Tech-support,80,>50K
0,9,Husband,Private,United-States,HS-grad,40,171248,Married-civ-spouse,White,0,Male,Prof-specialty,35,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,60,190296,Married-civ-spouse,White,0,Male,Prof-specialty,23,<=50K
0,3,Not-in-family,Private,United-States,Bachelors,40,82258,Never-married,White,0,Male,Other-service,43,<=50K
0,13,Own-child,Self-emp-not-inc,United-States,Bachelors,40,329587,Married-civ-spouse,White,0,Female,Sales,28,>50K
0,9,Not-in-family,Private,United-States,HS-grad,40,230856,Married-civ-spouse,White,0,Male,Prof-specialty,24,<=50K
0,13,Never-married,Self-emp-not-inc,United-States,HS-grad,35,163954,Never-married,White,0,Male,Adm-clerical,65,<=50K
0,9,Not-in-family,Private,United-States,Assoc-voc,40,185582,Married-civ-spouse,White,0,Male,Exec-managerial,54,>50K
0,9,Husband,Private,United-States,HS-grad,40,136726,Married-civ-spouse,White,0,Male,Sales,35,<=50K
0,8,Husband,Private,United-States,HS-grad,40,349910,Married-spouse-absent,White,0,Male,Exec-managerial,31,<=50K
0,9,Not-in-family,Private,United-States,Assoc-acdm,40,56950,Never-married,White,0,Male,Craft-repair,32,>50K
0,9,Husband,Private,United-States,HS-grad,40,270218,Divorced,White,0,Male,Transport-moving,45,<=50K
0,10,Husband,Private,United-States,Some-college,40,407590,Married-civ-spouse,White,0,Male,Prof-specialty,40,<=50K
0,7,Husband,Private,United-States,Bachelors,40,172810,Married-civ-spouse,White,0,Male,Transport-moving,57,<=50K
